Fecha, Precio
2000-01,36.539729348973616
2000-02,39.885204884012545
2000-03,35.56812594428153
2000-04,44.9574433030303
2000-05,33.848902519061575
2000-06,38.13519318181818
2000-07,41.680521304985334
2000-08,49.38851107917888
2000-09,67.66910848484848
2000-10,46.7081842639296
2000-11,42.86976978787879
2000-12,53.087070829912015
2001-01,73.87922536363637
2001-02,94.34771854545457
2001-03,75.15695198826981
2001-04,68.25623427272727
2001-05,52.24768716129034
2001-06,43.377816636363626
2001-07,39.727162539589436
2001-08,39.04654175659826
2001-09,45.657992909090915
2001-10,48.49052802052786
2001-11,40.850609818181816
2001-12,34.73306987976541
2002-01,38.70951338123167
2002-02,55.55280974025975
2002-03,53.3770256568915
2002-04,51.43255775757576
2002-05,39.807720020527846
2002-06,34.45230042424242
2002-07,41.96880630498533
2002-08,45.32864881231673
2002-09,48.954130333333325
2002-10,60.859036853372416
2002-11,53.24077066666668
2002-12,64.13071387390029
2003-01,69.13782988563051
2003-02,72.33617825974027
2003-03,76.98701982404693
2003-04,80.7262808181818
2003-05,69.92705449266862
2003-06,65.09248454545454
2003-07,70.12187699120234
2003-08,64.83557598240469
2003-09,62.29968709090908
2003-10,55.26880293841643
2003-11,63.77141724242425
2003-12,52.08637997653959
2004-01,59.45889547214077
2004-02,71.64384828213166
2004-03,73.06102439296187
2004-04,71.59942890909092
2004-05,72.03021890322579
2004-06,51.03578542424241
2004-07,52.35092070087974
2004-08,53.655512134897364
2004-09,59.21954575757575
2004-10,70.60222988269794
2004-11,68.42662466666665
2004-12,67.14502199120234
2005-01,84.54253030205282
2005-02,76.0569838051948
2005-03,70.25152589442814
2005-04,69.79827842424241
2005-05,70.03586887683285
2005-06,61.05313287878788
2005-07,78.47154305278592
2005-08,87.2954555542522
2005-09,87.61303593939394
2005-10,83.49330942815249
2005-11,57.6846480606061
2005-12,79.26458017008795
2006-01,79.82430097653958
2006-02,76.5183568181818
2006-03,67.94990461290324
2006-04,56.282429909090915
2006-05,54.98605701759531
2006-06,54.15551436363636
2006-07,66.91168801466274
2006-08,68.4789464222874
2006-09,107.47606042424242
2006-10,136.15121342228738
2006-11,83.76874866666665
2006-12,63.883283416422294
2007-01,90.71404563929619
2007-02,108.86009954545456
2007-03,103.4468187829912
2007-04,92.79118372727272
2007-05,78.04442224046917
2007-06,78.84479803030302
2007-07,81.37494168621701
2007-08,88.9715506568915
2007-09,75.0065436363636
2007-10,83.59890914076244
2007-11,63.90887090909093
2007-12,86.19870575073313
2008-01,96.7324709794721
2008-02,102.32938752978058
2008-03,92.3065252346041
2008-04,110.56271953939395
2008-05,101.02287986803515
2008-06,81.6750809090909
2008-07,66.94006935777125
2008-08,75.02460617008799
2008-09,81.58673806060605
2008-10,84.44304015835779
2008-11,86.27765124242426
2008-12,108.81247412023463
2009-01,137.15390768621702
2009-02,124.73695244155843
2009-03,111.98132395014663
2009-04,90.28528681818183
2009-05,120.89715640762464
2009-06,130.4552863030303
2009-07,129.1612110615836
2009-08,129.02301698240473
2009-09,190.78732512121212
2009-10,195.90151312023457
2009-11,158.10346171818182
2009-12,203.65242180938415
2010-01,154.0324650234604
2010-02,199.53920183766232
2010-03,189.97248267448683
2010-04,195.1653243212121
2010-05,148.5316844310851
2010-06,90.98076242424243
2010-07,82.790677457478
2010-08,83.10511112316718
2010-09,116.24799484848485
2010-10,140.26937619061584
2010-11,100.87833567575758
2010-12,72.15484540175956
2011-01,93.37482066275659
2011-02,106.78256208116882
2011-03,82.40973672727274
2011-04,79.50987435454546
2011-05,66.49529203225806
2011-06,65.66351763939393
2011-07,59.35454201466275
2011-08,91.88291227565982
2011-09,94.4208066
2011-10,75.53909855131964
2011-11,73.50900333636363
2011-12,58.54423207038123
2012-01,56.0308916920821
2012-02,79.78426240438871
2012-03,119.99358546041056
2012-04,61.39748492121212
2012-05,47.63817917888563
2012-06,92.44583823333336
2012-07,84.91996870087976
2012-08,146.87311060117298
2012-09,190.93068596666672
2012-10,205.01445412903223
2012-11,174.15687749393936
2012-12,187.83093752199412
2013-01,188.8189426803519
2013-02,187.3054169025974
2013-03,145.09571325806454
2013-04,241.71551858484855
2013-05,148.959421457478
2013-06,150.91450936363634
2013-07,242.94899512609962
2013-08,159.12294581231671
2013-09,150.9014866030303
2013-10,223.8236713870968
2013-11,225.88606259393939
2013-12,168.15025762170083
2014-01,164.528963686217
2014-02,193.0419038409091
2014-03,155.7306033049853
2014-04,380.9365453212122
2014-05,402.24782331378304
2014-06,370.62364095454546
2014-07,204.75127952785928
2014-08,215.95323102052782
2014-09,185.49350294848486
2014-10,222.0328386422287
2014-11,172.97419214848483
2014-12,181.04799259824046
2015-01,196.80735329032265
2015-02,174.08319531818185
2015-03,211.34791889736064
2015-04,168.60234815151514
2015-05,281.6628177184751
2015-06,199.93486319393935
2015-07,218.4611705571848
2015-08,193.0320318152493
2015-09,480.7746376121213
2015-10,1145.230988058651
2015-11,790.3923203545456
2015-12,649.8016352463343
2016-01,585.0376152434018
2016-02,664.6158949529782
2016-03,839.3262186246333
2016-04,344.22847987272723
2016-05,144.47845279765394
2016-06,182.7111570969697
2016-07,136.31977475659826
2016-08,210.89231313196484
2016-09,162.63059986666667
2016-10,196.51289879472145
2016-11,175.4931816121212
2016-12,110.62580365689152
2017-01,121.8062356744868
2017-02,163.73868615259744
2017-03,127.04096629325515
2017-04,103.20697943939393
2017-05,74.1258500909091
2017-06,69.90583623636364
2017-07,72.50435150146627
2017-08,96.08385915249266
2017-09,129.7950080939394
2017-10,144.3796016803519
2017-11,133.82151744848485
2017-12,104.17188324926687
2018-01,128.52938033431087
2018-02,144.22438887987013
2018-03,175.51257170087976
2018-04,125.3709010636364
2018-05,77.72512154252198
2018-06,75.68759094848488
2018-07,84.84556338123168
2018-08,103.91093914369505
2018-09,110.91900885757578
2018-10,132.41673263636363
2018-11,108.15121681818182
2018-12,195.4191239090909
2019-01,299.32333105571854
2019-02,321.4213818636363
2019-03,278.4344613431086
2019-04,205.04964330303025
2019-05,185.6542457507331
2019-06,124.62501073636363
2019-07,134.59738218768328
2019-08,163.2322395953079
2019-09,296.9114089818182
2019-10,345.8447598005865
2019-11,248.81418837575757
2019-12,325.78774486510264
2020-01,341.4903812316715
2020-02,447.3524764890281
2020-03,351.08340175953066
2020-04,257.51918181818183
2020-05,379.63618768328456
2020-06,319.26254545454543
2020-07,166.8289149560117
2020-08,164.85058651026395
2020-09,160.10069696969694
2020-10,217.8336950146628
2020-11,192.1552424242424
2020-12,171.32193548387093
2021-01,185.7508211143695
2021-02,277.859025974026
2021-03,175.6721407624633
2021-04,169.66545454545454
2021-05,102.80190615835777
2021-06,91.27672727272726
2021-07,92.09275659824048
2021-08,95.95046920821115
2021-09,112.78945454545452
2021-10,110.36991202346043
2021-11,107.4921818181818
2021-12,346.1882991202346
2022-01,300.1361583577713
2022-02,416.915064935065
2022-03,236.26956011730203
2022-04,154.77490909090912
2022-05,108.51818181818182
2022-06,106.53593939393937
2022-07,109.97586510263933
2022-08,154.85750733137834
2022-09,273.0608787878789
2022-10,321.6518475073314
2022-11,203.14754545454545
2022-12,349.9537829912024
2023-01,389.07331378299125
2023-02,554.358116883117
2023-03,312.97413489736067
2023-04,239.78599999999997
2023-05,600.1496187683285
2023-06,488.9241515151514
2023-07,543.1540469208213
2023-08,552.5586510263929
2023-09,1023.9233030303031
2023-10,1048.6841348973608
2023-11,558.535303030303
2023-12,665.0356598240469
2024-01,558.7308504398827
2024-02,581.171880877743
2024-03,618.6314076246337
